﻿date,code,name,judgment,category,target_price,stock_price,upside_pct,asai_scan_score,file_path,notes,fv,current_price,upside,asai_score,note,company,score,tp_base,tp_bull,tp_bear,upside_base,md_file,docx_file,memo
2026-04-16,7522,ワタミ,HOLD,外食・宅食・SUBWAY,1200,1019,+17.8,,outputs/fukai/7522_ワタミ_HOLD_DeepResearch_20260416.md,本日上方修正発表（詳細確認中）。3Q累計経常52.3億/通期52.5億に対し進捗率99.7%・上振れ確実。国内外食+52.3%増益。SUBWAY265店成長軸。EV/EBITDA6.7x割安だが宅食縮小・SUBWAY先行投資。本決算5/20まで様子見・¥900-950打診買い水準。,,,,,,,,,,,,,,
2026-04-16,7554,7554 幸楽苑HD（コウラクエン） DeepResearc,BUY,,1480,,,,outputs/fukai/7554_幸楽苑HD_BUY_DeepResearch_20260416.md,,,,,,,7554 幸楽苑HD（コウラクエン） DeepResearc,,1480.0,,,,outputs/fukai/7554_幸楽苑HD_BUY_DeepResearch_20260416.md,outputs/fukai/7554_幸楽苑HD_BUY_DeepResearch_20260416.docx,
2026-04-16,7554,幸楽苑HD,BUY,飲食・ラーメンチェーン,1480,1125,+31.6%,,outputs/fukai/7554_幸楽苑HD_BUY_DeepResearch_20260416.docx,月次12ヶ月連続プラス(3月+5.0%)×スタグフレ低価格受益×EV/EBITDA5.6倍割安。TP¥1480/SL¥1000,,,,,,,,,,,,,,
2026-04-16,7599,IDOM,BUY,自動車流通,1750,1220,+43.4%,,outputs/fukai/7599_IDOM_BUY_DeepResearch_20260416.docx,中古車オークション×ガリバー×PBR0.9。TP¥1750,,,,,,,,,,,,,,
2026-04-16,7599,深井 DeepResearchレポート — [7599] I,BUY,,1040,,,,outputs/fukai/7599_IDOM_BUY_DeepResearch_20260416.md,,,,,,,深井 DeepResearchレポート — [7599] I,,1040.0,,,,outputs/fukai/7599_IDOM_BUY_DeepResearch_20260416.md,outputs/fukai/7599_IDOM_BUY_DeepResearch_20260416.docx,
2026-04-16,8015,深井 DeepResearchレポート — [8015] 豊,,,7800,,,,outputs/fukai/8015_豊田通商_DeepResearch_20260416.md,,,,,,,深井 DeepResearchレポート — [8015] 豊,,7800.0,,,,outputs/fukai/8015_豊田通商_DeepResearch_20260416.md,outputs/fukai/8015_豊田通商_DeepResearch_20260416.docx,
2026-04-16,8015,豊田通商,BUY,卸売業,7800,6346,+22.9%,,outputs/fukai/8015_豊田通商_DeepResearch_20260416.docx,ホルムズ×アフリカCFAO相殺ポジ。銅アルミ4年高値×DRAM2倍×4/30決算上振れ期待。TP¥7800,,,,,,,,,,,,,,
2026-04-16,8060,8060 キヤノンマーケティングジャパン Deep Rese,BUY,,4150,,,,outputs/fukai/8060_キヤノンMJ_BUY_DeepResearch_20260416.md,,,,,,,8060 キヤノンマーケティングジャパン Deep Rese,,4150.0,,,,outputs/fukai/8060_キヤノンMJ_BUY_DeepResearch_20260416.md,outputs/fukai/8060_キヤノンMJ_BUY_DeepResearch_20260416.docx,
2026-04-16,8060,キヤノンMJ,BUY,情報通信・ITサービス,4150,3503,+18.5%,,outputs/fukai/8060_キヤノンMJ_BUY_DeepResearch_20260416.docx,複合機→ITサービス転換PER再評価。押し目¥3400〜3450待ち。4/22決算。TP¥4150/ストップ¥3000,,,,,,,,,,,,,,
2026-04-16,8522,名古屋銀行,BUY,地銀・経営統合アービトラージ,7500,5780,+29.8%,,outputs/fukai/8522_名古屋銀行_BUY_DeepResearch_20260416.md,しずおかFG(5831)との統合比率未確定。BPS¥5667比プレミアム+25〜35%が公正水準（推計）。現在株価はBPS等価(¥6980)比▲17%割安で統合プレミアム未織り込み。2027年3月最終契約・2028年4月効力発生。地銀M&A平均プレミアム+19.4%・BPS格差分+10%・子会社化プレミアム+5%=合計+25〜35%推計。TP¥7500/SL¥4900。シナジー5年100億円。,,,,,,,,,,,,,,
2026-04-16,9706,9706 日本空港ビルデング — ショートDeep Rese,,,4450,,,,outputs/fukai/9706_日本空港ビルデング_DeepResearch_20260416.md,,,,,,,9706 日本空港ビルデング — ショートDeep Rese,,4450.0,,,,outputs/fukai/9706_日本空港ビルデング_DeepResearch_20260416.md,outputs/fukai/9706_日本空港ビルデング_DeepResearch_20260416.docx,
2026-04-16,9706,日本空港ビルデング,SELL,空港施設・インバウンド,4450,5170,-14.1,,outputs/fukai/9706_日本空港ビルデング_DeepResearch_20260416.docx,水準待ちショート。¥5200以上で戻り売り。TP¥4450〜4600。SL¥5450。ホルムズ→中東便減少→免税売上減。PBR2.38x割高。信用倍率0.26倍スクイーズリスク注意,,,,,,,,,,,,,,
2026-04-17,1605,深井 DeepResearchレポート — [1605] I,BUY,,4800,,,,outputs/fukai/1605_INPEX_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [1605] I,,4800.0,,,,outputs/fukai/1605_INPEX_BUY_DeepResearch_20260417.md,outputs/fukai/1605_INPEX_BUY_DeepResearch_20260417.docx,
2026-04-17,1662,深井 DeepResearchレポート — [1662] 石,SELL,,1980,,,,outputs/fukai/1662_石油資源開発（J_SELL_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [1662] 石,,1980.0,,,,outputs/fukai/1662_石油資源開発（J_SELL_DeepResearch_20260417.md,outputs/fukai/1662_石油資源開発（J_SELL_DeepResearch_20260417.docx,
2026-04-17,1793,深井 DeepResearchレポート — [1793] 大,BUY,,2138,,,,outputs/fukai/1793_大本組【中堅ゼネ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [1793] 大,,2138.0,,,,outputs/fukai/1793_大本組【中堅ゼネ_BUY_DeepResearch_20260417.md,outputs/fukai/1793_大本組【中堅ゼネ_BUY_DeepResearch_20260417.docx,
2026-04-17,2292,深井 DeepResearchレポート — [2292] エ,BUY,,3850,,,,outputs/fukai/2292_エスフーズ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [2292] エ,,3850.0,,,,outputs/fukai/2292_エスフーズ_BUY_DeepResearch_20260417.md,outputs/fukai/2292_エスフーズ_BUY_DeepResearch_20260417.docx,
2026-04-17,3197,深井 DeepResearchレポート — [3197] す,BUY,,1850,,,,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [3197] す,,1850.0,,,,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260417.md,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260417.docx,
2026-04-17,338A,深井 DeepResearchレポート — [338A] ゼ,BUY,,3420,,,,outputs/fukai/338A_ゼンムテック_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [338A] ゼ,,3420.0,,,,outputs/fukai/338A_ゼンムテック_BUY_DeepResearch_20260417.md,outputs/fukai/338A_ゼンムテック_BUY_DeepResearch_20260417.docx,
2026-04-17,3486,深井 DeepResearchレポート — [3486] グ,BUY,,3150,,,,outputs/fukai/3486_グローバルリンク_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [3486] グ,,3150.0,,,,outputs/fukai/3486_グローバルリンク_BUY_DeepResearch_20260417.md,outputs/fukai/3486_グローバルリンク_BUY_DeepResearch_20260417.docx,
2026-04-17,4099,深井 DeepResearchレポート — [4099] 四,BUY,,5280,,,,outputs/fukai/4099_四国化成ホールデ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [4099] 四,,5280.0,,,,outputs/fukai/4099_四国化成ホールデ_BUY_DeepResearch_20260417.md,outputs/fukai/4099_四国化成ホールデ_BUY_DeepResearch_20260417.docx,
2026-04-17,4629,深井 DeepResearchレポート — [4629] 大,BUY,,2820,,,,outputs/fukai/4629_大伸化学_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [4629] 大,,2820.0,,,,outputs/fukai/4629_大伸化学_BUY_DeepResearch_20260417.md,outputs/fukai/4629_大伸化学_BUY_DeepResearch_20260417.docx,
2026-04-17,4968,深井 DeepResearchレポート — [4968] 荒,BUY,,1580,,,,outputs/fukai/4968_荒川化学工業【ロ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [4968] 荒,,1580.0,,,,outputs/fukai/4968_荒川化学工業【ロ_BUY_DeepResearch_20260417.md,outputs/fukai/4968_荒川化学工業【ロ_BUY_DeepResearch_20260417.docx,
2026-04-17,5020,深井 DeepResearchレポート — [5020] E,HOLD,,1190,,,,outputs/fukai/5020_ENEOSホール_HOLD_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [5020] E,,1190.0,,,,outputs/fukai/5020_ENEOSホール_HOLD_DeepResearch_20260417.md,outputs/fukai/5020_ENEOSホール_HOLD_DeepResearch_20260417.docx,
2026-04-17,5020,深井 DeepResearchレポート — [5020] E,SELL,,950,,,,outputs/fukai/5020_ENEOSホール_SELL_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [5020] E,,950.0,,,,outputs/fukai/5020_ENEOSホール_SELL_DeepResearch_20260417.md,outputs/fukai/5020_ENEOSホール_SELL_DeepResearch_20260417.docx,
2026-04-17,5410,5410 合同製鐵 — BUY Deep Research,BUY,,6000,,,,outputs/fukai/5410_合同製鐵_BUY_DeepResearch_20260417.md,,,,,,,5410 合同製鐵 — BUY Deep Research,,6000.0,,,,outputs/fukai/5410_合同製鐵_BUY_DeepResearch_20260417.md,outputs/fukai/5410_合同製鐵_BUY_DeepResearch_20260417.docx,
2026-04-17,5410,合同製鐵,BUY,鉄鋼・電炉（プライム）,6000,3555,+68.7,,outputs/fukai/5410_合同製鐵_BUY_DeepResearch_20260417.docx,ホルムズ再開（4/17）→電力コスト正常化で最大+207億円メタルスプレッド改善。日鉄17.6%保有×グループ再編加速=TOBオプション(PBR0.7x→¥6712)。PBR0.37x・時価610億vs純資産1644億。配当利回り5.1%。4/19協議後に本玉積み増し,,,,,,,,,,,,,,
2026-04-17,5440,5440 共英製鋼 — BUY Deep Research,BUY,,3500,,,,outputs/fukai/5440_共英製鋼_BUY_DeepResearch_20260417.md,,,,,,,5440 共英製鋼 — BUY Deep Research,,3500.0,,,,outputs/fukai/5440_共英製鋼_BUY_DeepResearch_20260417.md,outputs/fukai/5440_共英製鋼_BUY_DeepResearch_20260417.docx,
2026-04-17,5440,共英製鋼,BUY,鉄鋼・電炉（プライム）,3500,2288,+52.7,,outputs/fukai/5440_共英製鋼_BUY_DeepResearch_20260417.docx,日鉄28.1%保有（合同製鐵17.6%より高くTOB最有力）。ホルムズ全面再開（4/17確定）→電力コスト+346億円改善。3Q経常+28%増益中。中計目標FY27経常250億円。4Q implied-43% YoY注意（前期Q4が異常高のため）。TP¥3,,,,,,,,,,,,,,
2026-04-17,6736,深井 DeepResearchレポート — [6736] サ,BUY,,8400,,,,outputs/fukai/6736_サン電子【Val_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [6736] サ,,8400.0,,,,outputs/fukai/6736_サン電子【Val_BUY_DeepResearch_20260417.md,outputs/fukai/6736_サン電子【Val_BUY_DeepResearch_20260417.docx,
2026-04-17,6814,深井 DeepResearchレポート — [6814] 古,BUY,,10200,,,,outputs/fukai/6814_古野電気_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [6814] 古,,10200.0,,,,outputs/fukai/6814_古野電気_BUY_DeepResearch_20260417.md,outputs/fukai/6814_古野電気_BUY_DeepResearch_20260417.docx,
2026-04-17,7050,7050 フロンティアインターナショナル — HOLD De,BUY,,2200,,,,outputs/fukai/7050_フロンティアインターナショナル_BUY_DeepResearch_20260417.md,,,,,,,7050 フロンティアインターナショナル — HOLD De,,2200.0,,,,outputs/fukai/7050_フロンティアインターナショナル_BUY_DeepResearch_20260417.md,outputs/fukai/7050_フロンティアインターナショナル_BUY_DeepResearch_20260417.docx,
2026-04-17,7050,フロンティアインターナショナル,HOLD,プロモーション・イベント（グロース）,2200,1627,+35.2,,outputs/fukai/7050_フロンティアインターナショナル_BUY_DeepResearch_20260417.docx,4/17再上方修正（2回目）通期+66.2%だが4Q implied183百万円 vs 前期494百万円（-63% YoY）。前期最強Qが今期最弱Qに逆転。本決算(6月)Q4確認まで新規買い見合わせ。Q4保守ガイドなら即BUY復帰。Forward PER10.6x,,,,,,,,,,,,,,
2026-04-17,7278,深井 DeepResearchレポート — [7278] エ,BUY,,6480,,,,outputs/fukai/7278_エクセディ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [7278] エ,,6480.0,,,,outputs/fukai/7278_エクセディ_BUY_DeepResearch_20260417.md,outputs/fukai/7278_エクセディ_BUY_DeepResearch_20260417.docx,
2026-04-17,7280,深井 DeepResearchレポート — [7280] ミ,BUY,,1950,,,,outputs/fukai/7280_ミツバ【車載モー_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [7280] ミ,,1950.0,,,,outputs/fukai/7280_ミツバ【車載モー_BUY_DeepResearch_20260417.md,outputs/fukai/7280_ミツバ【車載モー_BUY_DeepResearch_20260417.docx,
2026-04-17,7550,深井 DeepResearchレポート — [7550] ゼ,BUY,,6800,,,,outputs/fukai/7550_ゼンショーHD【_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [7550] ゼ,,6800.0,,,,outputs/fukai/7550_ゼンショーHD【_BUY_DeepResearch_20260417.md,outputs/fukai/7550_ゼンショーHD【_BUY_DeepResearch_20260417.docx,
2026-04-17,8179,深井 DeepResearchレポート — [8179] ロ,BUY,,980,,,,outputs/fukai/8179_ロイヤルHD【ロ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [8179] ロ,,980.0,,,,outputs/fukai/8179_ロイヤルHD【ロ_BUY_DeepResearch_20260417.md,outputs/fukai/8179_ロイヤルHD【ロ_BUY_DeepResearch_20260417.docx,
2026-04-17,8306,深井 DeepResearchレポート — [8306] 三,BUY,,3050,,,,outputs/fukai/8306_三菱UFJ FG_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [8306] 三,,3050.0,,,,outputs/fukai/8306_三菱UFJ FG_BUY_DeepResearch_20260417.md,outputs/fukai/8306_三菱UFJ FG_BUY_DeepResearch_20260417.docx,
2026-04-17,8616,8616 東海東京フィナンシャル・ホールディングス — BU,BUY,,850,,,,outputs/fukai/8616_東海東京FH_BUY_DeepResearch_20260417.md,,,,,,,8616 東海東京フィナンシャル・ホールディングス — BU,,850.0,,,,outputs/fukai/8616_東海東京FH_BUY_DeepResearch_20260417.md,outputs/fukai/8616_東海東京FH_BUY_DeepResearch_20260417.docx,
2026-04-17,8616,東海東京フィナンシャルHD,BUY,証券（プライム）,850,755,+12.6,,outputs/fukai/8616_東海東京FH_BUY_DeepResearch_20260417.docx,ホルムズ再開→市場正常化→手数料収入改善。地銀・信金60社超との共同証券子会社モデルが独自競争優位。PBR1.02x＝解散価値で下値限定。FY27ROE10%達成確認で本格買い判断,,,,,,,,,,,,,,
2026-04-17,8707,深井 DeepResearchレポート — [8707] 岩,BUY,,4500,,,,outputs/fukai/8707_岩井コスモホール_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [8707] 岩,,4500.0,,,,outputs/fukai/8707_岩井コスモホール_BUY_DeepResearch_20260417.md,outputs/fukai/8707_岩井コスモホール_BUY_DeepResearch_20260417.docx,
2026-04-17,8707,深井 DeepResearchレポート — [8707] 岩,SELL,,3180,,,,outputs/fukai/8707_岩井コスモホール_SELL_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [8707] 岩,,3180.0,,,,outputs/fukai/8707_岩井コスモホール_SELL_DeepResearch_20260417.md,outputs/fukai/8707_岩井コスモホール_SELL_DeepResearch_20260417.docx,
2026-04-17,8934,深井 DeepResearchレポート — [8934] サ,BUY,,3680,,,,outputs/fukai/8934_サンフロンティア_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [8934] サ,,3680.0,,,,outputs/fukai/8934_サンフロンティア_BUY_DeepResearch_20260417.md,outputs/fukai/8934_サンフロンティア_BUY_DeepResearch_20260417.docx,
2026-04-17,9021,深井 DeepResearchレポート — [9021] 西,SELL,,2520,,,,outputs/fukai/9021_西日本旅客鉄道（_SELL_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [9021] 西,,2520.0,,,,outputs/fukai/9021_西日本旅客鉄道（_SELL_DeepResearch_20260417.md,outputs/fukai/9021_西日本旅客鉄道（_SELL_DeepResearch_20260417.docx,
2026-04-17,9072,深井 DeepResearchレポート — [9072] ニ,BUY,,6800,,,,outputs/fukai/9072_ニッコンHD【O_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [9072] ニ,,6800.0,,,,outputs/fukai/9072_ニッコンHD【O_BUY_DeepResearch_20260417.md,outputs/fukai/9072_ニッコンHD【O_BUY_DeepResearch_20260417.docx,
2026-04-17,9127,深井 DeepResearchレポート — [9127] 玉,BUY,,4100,,,,outputs/fukai/9127_玉井商船【内航タ_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [9127] 玉,,4100.0,,,,outputs/fukai/9127_玉井商船【内航タ_BUY_DeepResearch_20260417.md,outputs/fukai/9127_玉井商船【内航タ_BUY_DeepResearch_20260417.docx,
2026-04-17,9506,9506 東北電力 — BUY Deep Research,BUY,,1500,,,,outputs/fukai/9506_東北電力_BUY_DeepResearch_20260417.md,,,,,,,9506 東北電力 — BUY Deep Research,,1500.0,,,,outputs/fukai/9506_東北電力_BUY_DeepResearch_20260417.md,outputs/fukai/9506_東北電力_BUY_DeepResearch_20260417.docx,
2026-04-17,9506,東北電力,BUY,電力（プライム）,1500,1178,+27.3,,outputs/fukai/9506_東北電力_BUY_DeepResearch_20260417.docx,ホルムズ全面再開（4/17トランプ確認）→LNG調達コスト正常化が最大カタリスト。女川原発2号機（825MW）稼働中→ゼロ燃料電源が恒常利益寄与。PER3.6x・PBR0.54xは歴史的割安。FY27ガイダンス（5月下旬）でTP¥1500達成可能,,,,,,,,,,,,,,
2026-04-17,9991,深井 DeepResearchレポート — [9991] ジ,BUY,,1920,,,,outputs/fukai/9991_ジェコス【三菱商_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [9991] ジ,,1920.0,,,,outputs/fukai/9991_ジェコス【三菱商_BUY_DeepResearch_20260417.md,outputs/fukai/9991_ジェコス【三菱商_BUY_DeepResearch_20260417.docx,
2026-04-17,TSM,台湾積体電路製造（TSMC）2330.TW,BUY,半導体ファウンドリ（AI×N2独占）,447,363,+23.1%,99,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417_V2.docx,【V2確定値版】Q1 2026確定: 売上NT$1,,,,,,,,,,,,,,
2026-04-17,TSM,深井 DeepResearchレポート — [TSM] 台湾,BUY,,,,,,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417.md,,,,,,,深井 DeepResearchレポート — [TSM] 台湾,,,,,,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417.md,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417.docx,
2026-04-17,TSM,深井 DeepResearchレポート — [TSM] 台湾,BUY,,,,,,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417_V2.md,,,,,,,深井 DeepResearchレポート — [TSM] 台湾,,,,,,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417_V2.md,outputs/fukai/TSM_台湾積体電路製造_BUY_DeepResearch_20260417_V2.docx,
2026-04-18,3197,深井 DeepResearchレポート — [3197] す,BUY,,3500,,,,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [3197] す,,3500.0,,,,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260418.md,outputs/fukai/3197_すかいらーくHD_BUY_DeepResearch_20260418.docx,
2026-04-18,4629,深井 DeepResearchレポート — [4629] 大,BUY,,2800,,,,outputs/fukai/4629_大伸化学【工業用_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [4629] 大,,2800.0,,,,outputs/fukai/4629_大伸化学【工業用_BUY_DeepResearch_20260418.md,outputs/fukai/4629_大伸化学【工業用_BUY_DeepResearch_20260418.docx,
2026-04-18,6080,深井 DeepResearchレポート — [6080] M,BUY,,4280,,,,outputs/fukai/6080_M&Aキャピタル_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [6080] M,,4280.0,,,,outputs/fukai/6080_M&Aキャピタル_BUY_DeepResearch_20260418.md,outputs/fukai/6080_M&Aキャピタル_BUY_DeepResearch_20260418.docx,
2026-04-18,6146,深井 DeepResearchレポート — [6146] デ,BUY,,83000,,,,outputs/fukai/6146_ディスコ【6年連_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [6146] デ,,83000.0,,,,outputs/fukai/6146_ディスコ【6年連_BUY_DeepResearch_20260418.md,outputs/fukai/6146_ディスコ【6年連_BUY_DeepResearch_20260418.docx,
2026-04-18,6532,深井 DeepResearchレポート — [6532] ベ,BUY,,7000,,,,outputs/fukai/6532_ベイカレント・コ_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [6532] ベ,,7000.0,,,,outputs/fukai/6532_ベイカレント・コ_BUY_DeepResearch_20260418.md,outputs/fukai/6532_ベイカレント・コ_BUY_DeepResearch_20260418.docx,
2026-04-18,7085,深井 DeepResearchレポート — [7085] カ,BUY,,1040,,,,outputs/fukai/7085_カーブスHD_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [7085] カ,,1040.0,,,,outputs/fukai/7085_カーブスHD_BUY_DeepResearch_20260418.md,outputs/fukai/7085_カーブスHD_BUY_DeepResearch_20260418.docx,
2026-04-18,8179,深井 DeepResearchレポート — [8179] ロ,BUY,,1380,,,,outputs/fukai/8179_ロイヤルHD_BUY_DeepResearch_20260418.md,,,,,,,深井 DeepResearchレポート — [8179] ロ,,1380.0,,,,outputs/fukai/8179_ロイヤルHD_BUY_DeepResearch_20260418.md,outputs/fukai/8179_ロイヤルHD_BUY_DeepResearch_20260418.docx,
2026-04-19,2282,日本ハム,HOLD,食品加工・食肉（プライム）,7200,6882,+4.6,-55,outputs/fukai/2282_日本ハム_HOLD_DeepResearch_20260419.md,FV¥6920対現値¥6882は乖離+0.6%のみ＝割安感なし。5/28TOPIX需給売りADV▲79%→5/23〜27段階利確推奨。6月値上げ220品目で転嫁継続。構造改革100億FY27/3本格寄与。Word生成済,,,,,,,,,,,,,,
2026-04-19,4479,マクアケ,BUY,購入型クラウドファンディング・プラットフォーム（グロース）,1450,1035,+40.1,+72,outputs/fukai/4479_マクアケ_BUY_DeepResearch_20260419.md,1Q進捗率83.5%×売上+49%・OP+233%×購入型CF市場シェア52%独占。4/28 2Q決算で上方修正カタリスト濃厚。FV¥1320〜¥1450（+27〜+40%）。旧中計GMV300億未達（55%）が唯一の懸念。Word生成済,,,,,,,,,,,,,,
2026-04-19,4577,ダイト,BUY,ジェネリック医薬品・原薬一貫製造（プライム）,1800,1354,+33.0,+88,outputs/fukai/4577_ダイト_BUY_DeepResearch_20260419.md,3Q累計経常+46.3%・進捗85%→上方修正確実。3Q単体OPM 9.7%急改善は原薬自製×固定費レバレッジの構造変化。PBR0.76倍×自己資本比率69.7%×PEG0.52三重割安。FV¥1800（+33%）SL¥1200。Word生成済,,,,,,,,,,,,,,
2026-04-20,1419,タマホーム,BUY,住宅建設（プライム・注文住宅）,4400,3575,23.1,,outputs/fukai/1419_タマホーム_BUY_DeepResearch_20260420.md,3月受注+110%YoY急回復・SG&A▲¥28億構造削減・棚卸¥491億Q4変換・コベナント銀行了解済み。7/10決算+新中計=最大カタリスト。TP¥4400(Base)/¥5400(Bull)。SL¥2800。最大ポジション1.5%（段階積み増し）,,,,,,,,,,,,,,
2026-04-20,1605,1605 INPEX（インペックス） — Deep Rese,BUY,,4500,,,,outputs/fukai/1605_INPEX_BUY_DeepResearch_20260420.md,,,,,,,1605 INPEX（インペックス） — Deep Rese,,4500.0,,,,outputs/fukai/1605_INPEX_BUY_DeepResearch_20260420.md,outputs/fukai/1605_INPEX_BUY_DeepResearch_20260420.docx,
2026-04-20,2875,東洋水産,BUY,食品・即席めん（プライム）,12500,10950,+14.2,,outputs/fukai/2875_東洋水産_BUY_DeepResearch_20260420.md,NHGGP4%保有・BB17%要求。5/15本決算+次期中計でBB昨年超え（>3.01%）発表期待。北米マルチャン高利益率。配当性向25.8%→40%余地。Gordon FV¥13732。SL¥9800,,,,,,,,,,,,,,
2026-04-20,2897,日清食品HD,HOLD,食品（即席麺・グローバル）,3100,2974,+4.2%,,outputs/fukai/2897_日清食品HD_HOLD_DeepResearch_20260420.md,確率加重FV¥2895。¥2600-2700割れで条件付きBUY。ショート非推奨（6-7%キャリー+決算リスク）。5/13決算がKey Catalyst,,,,,,,,,,,,,,
2026-04-20,3635,3635 コーエーテクモホールディングス（Koei Tecm,BUY,,2100,,,,outputs/fukai/3635_コーエーテクモ_BUY_DeepResearch_20260420.md,,,,,,,3635 コーエーテクモホールディングス（Koei Tecm,,2100.0,,,,outputs/fukai/3635_コーエーテクモ_BUY_DeepResearch_20260420.md,outputs/fukai/3635_コーエーテクモ_BUY_DeepResearch_20260420.docx,
2026-04-20,4308,Jストリーム,BUY,動画配信インフラ（グロース）,410,372,+10.2,+65,outputs/fukai/4308_Jストリーム_BUY_DeepResearch_20260420.md,トランスコスモス50.32%親会社TOBオプション。自己資本比率87%。4/30決算超緊急。OTT+18.9%成長。SL¥330,,,,,,,,,,,,,,
2026-04-20,4347,ブロードメディア,BUY,IT・コンテンツ配信（スタンダード）,3400,2362,44.0,92,outputs/fukai/4347_ブロードメディア_BUY_DeepResearch_20260420.md,アクティビスト保有×3Qポジティブ×低β0.34×TOBプレミアム+40%=社長TP¥3400整合×教育需要不況逆張り,,,,,,,,,,,,,,
2026-04-20,4385,メルカリ,BUY,EC・IT,4300,3895.0,10.4,,outputs/fukai/4385_メルカリ【リユー_BUY_DeepResearch_20260406.md,不況逆張り×PER22x割安×分割3回エントリー推奨×TP¥4300(Base)/¥5200(Bull)×メルペイ信用リスク要監視×4/20完全更新版,,,,,,,,,,,,,,
2026-04-20,4479,マクアケ,BUY（確信的）,購入型クラウドファンディング・プラットフォーム（グロース）,1575,1035,+52.2,+82,outputs/fukai/4479_マクアケ_BUY_DeepResearch_20260420.md,【REVISED 4/20】Q2-Q4 implied OP¥66M（前年比▲81%）は数学的に非現実的→4/28上方修正確率80%超。成功率86%×テイクレート25.7%×安心利用料¥5億/年の3層構造確認。FV¥1450〜¥1575（+40〜+52%）。SL¥900。Word生成済,,,,,,,,,,,,,,
2026-04-20,4629,大伸化学,HOLD,化学・シンナー溶剤調合（スタンダード）,2500,2150,+16.3,+52,outputs/fukai/4629_大伸化学_HOLD_DeepResearch_20260420.md,本日下落はホルムズ×ナフサコスト懸念のセクター売り（固有悪材料なし）。3Q OP+79.6%の源泉もナフサ安＝コインの裏表。PBR0.58x下値防衛。エントリーは¥1800〜¥1900待機。5月本決算がカタリスト。SL¥1500。Word生成済,,,,,,,,,,,,,,
2026-04-20,554A,バトンズ株式会社（554A JP Equity）Deep R,,,1100,,,,outputs/fukai/554A_バトンズ_DeepResearch_20260420.md,,,,,,,バトンズ株式会社（554A JP Equity）Deep R,,1100.0,,,,outputs/fukai/554A_バトンズ_DeepResearch_20260420.md,outputs/fukai/554A_バトンズ_DeepResearch_20260420.docx,
